acc,cluster_id
UniRef90_A0A2S9Q3M4,75
UniRef90_A0A2S9QIQ6,77
UniRef90_A0A2S9Z005,128
UniRef90_A0A2T0B7F2,302
UniRef90_A0A2T0BJK2,42
UniRef90_A0A2T0GXU8,170
UniRef90_A0A2T0HNC2,176
UniRef90_A0A2T0IT88,113
UniRef90_A0A2T0LLI8,170
UniRef90_A0A2T0MFN0,46
UniRef90_A0A2T0Q842,170
UniRef90_A0A2T0R5A5,170
UniRef90_A0A2T0TCX2,170
UniRef90_A0A2T0U9I2,100
UniRef90_A0A2T0UI23,170
UniRef90_A0A2T0V725,170
UniRef90_A0A2T0V838,33
UniRef90_A0A2T0W6N1,108
UniRef90_A0A2T0X3E7,75
UniRef90_A0A2T0XB90,76
UniRef90_A0A2T0XHV3,139
UniRef90_A0A2T0XPN8,57
UniRef90_A0A2T0Y2L8,170
UniRef90_A0A2T0YS00,38
UniRef90_A0A2T0ZS51,170
UniRef90_A0A2T1C8P2,15
UniRef90_A0A2T1CKI9,15
UniRef90_A0A2T1DG06,15
UniRef90_A0A2T1E553,15
UniRef90_A0A2T1EPJ4,15
UniRef90_A0A2T1HM12,75
UniRef90_A0A2T1KCM4,60
UniRef90_A0A2T1LRD3,15
UniRef90_A0A2T1N4Q9,76
UniRef90_A0A2T1NBV9,76
UniRef90_A0A2T2QVV2,197
UniRef90_A0A2T2R360,197
UniRef90_A0A2T2R711,37
UniRef90_A0A2T2RGY7,15
UniRef90_A0A2T2RRP9,15
UniRef90_A0A2T2S0G5,15
UniRef90_A0A2T2S5P9,85
UniRef90_A0A2T2S9P1,76
UniRef90_A0A2T2T1H2,85
UniRef90_A0A2T2TBL1,85
UniRef90_A0A2T2THX1,92
UniRef90_A0A2T2TRQ4,92
UniRef90_A0A2T2TWF6,76
UniRef90_A0A2T2TXN0,76
UniRef90_A0A2T2UE42,2
UniRef90_A0A2T2UG89,178
UniRef90_A0A2T2UKG9,85
UniRef90_A0A2T2UTM9,85
UniRef90_A0A2T2V7H6,92
UniRef90_A0A2T2VFB8,76
UniRef90_A0A2T2VI61,76
UniRef90_A0A2T2VTL7,76
UniRef90_A0A2T2WE88,128
UniRef90_A0A2T2X573,128
UniRef90_A0A2T2YG42,209
UniRef90_A0A2T2YV68,170
UniRef90_A0A2T3EVZ1,73
UniRef90_A0A2T3HMZ5,100
UniRef90_A0A2T3HPD0,46
UniRef90_A0A2T3IXF6,94
UniRef90_A0A2T3MVB7,94
UniRef90_A0A2T3NT73,94
UniRef90_A0A2T4D4I5,60
UniRef90_A0A2T4DS49,26
UniRef90_A0A2T4J4G8,75
UniRef90_A0A2T4JLW7,61
UniRef90_A0A2T4JPA3,218
UniRef90_A0A2T4T4L6,0
UniRef90_A0A2T4T8W1,302
UniRef90_A0A2T4TWB8,12
UniRef90_A0A2T4UBM9,132
UniRef90_A0A2T4VY72,75
UniRef90_A0A2T4WK34,26
UniRef90_A0A2T4WLC4,76
UniRef90_A0A2T4WYG4,76
UniRef90_A0A2T4XDV7,92
UniRef90_A0A2T4XGQ9,3
UniRef90_A0A2T4YFT0,112
UniRef90_A0A2T5BUQ3,75
UniRef90_A0A2T5C0F3,57
UniRef90_A0A2T5C0W6,282
UniRef90_A0A2T5EE06,219
UniRef90_A0A2T5G500,108
UniRef90_A0A2T5J157,178
UniRef90_A0A2T5J9E3,100
UniRef90_A0A2T5JFT1,57
UniRef90_A0A2T5MB05,178
UniRef90_A0A2T5R3K0,19
UniRef90_A0A2T5R8H9,62
UniRef90_A0A2T5VA96,203
UniRef90_A0A2T5W4A9,170
UniRef90_A0A2T5X6Y3,170
UniRef90_A0A2T5Z8L8,100
UniRef90_A0A2T5ZVB6,170
UniRef90_A0A2T6AKZ6,26
UniRef90_A0A2T6ANC3,26
UniRef90_A0A2T6BZ65,46
UniRef90_A0A2T6C4A2,46
UniRef90_A0A2T6CWI8,8
UniRef90_A0A2T6D6C7,78
UniRef90_A0A2T6DJN5,68
UniRef90_A0A2T6DZ77,68
UniRef90_A0A2T6E4L1,33
UniRef90_A0A2T6EAF6,178
UniRef90_A0A2T6F3J7,139
UniRef90_A0A2T6GBI1,222
UniRef90_A0A2T7Q9M3,26
UniRef90_A0A2T7QBG5,91
UniRef90_A0A2T7QFP8,209
UniRef90_A0A2T7T4S7,38
UniRef90_A0A2T7TLN7,38
UniRef90_A0A2T7UF00,105
UniRef90_A0A2T7UNC6,75
UniRef90_A0A2T7VYG3,77
UniRef90_A0A2T8F6B4,170
UniRef90_A0A2T9XVF4,170
UniRef90_A0A2U0H680,170
UniRef90_A0A2U0TSJ1,26
UniRef90_A0A2U0ZFS5,26
UniRef90_A0A2U0ZK30,65
UniRef90_A0A2U1AJN2,199
UniRef90_A0A2U1AQ43,68
UniRef90_A0A2U1CAR3,178
UniRef90_A0A2U1CL59,105
UniRef90_A0A2U1CUQ1,60
UniRef90_A0A2U1EFE6,170
UniRef90_A0A2U1FDI3,170
UniRef90_A0A2U1FUC6,33
UniRef90_A0A2U1FYF4,62
UniRef90_A0A2U1JIA9,26
UniRef90_A0A2U1JXE9,26
UniRef90_A0A2U1K622,108
UniRef90_A0A2U1QWQ6,26
UniRef90_A0A2U1RKY7,12
UniRef90_A0A2U1SVL0,112
UniRef90_A0A2U1T3M1,170
UniRef90_A0A2U1T9R8,128
UniRef90_A0A2U1TA53,170
UniRef90_A0A2U1VQC9,62
UniRef90_A0A2U1ZU46,170
UniRef90_A0A2U2AJ39,121
UniRef90_A0A2U2B3A1,57
UniRef90_A0A2U2BRC5,75
UniRef90_A0A2U2CDG5,75
UniRef90_A0A2U2MQQ9,38
UniRef90_A0A2U2N1U5,2
UniRef90_A0A2U2NAQ8,38
UniRef90_A0A2U2PBW4,100
UniRef90_A0A2U2PCR9,76
UniRef90_A0A2U2RPH4,170
UniRef90_A0A2U2RXK8,76
UniRef90_A0A2U2RZ37,26
UniRef90_A0A2U2S411,37
UniRef90_A0A2U2S6V0,37
UniRef90_A0A2U2SK56,131
UniRef90_A0A2U2SL92,131
UniRef90_A0A2U2XF20,140
UniRef90_A0A2U2Z4A7,38
UniRef90_A0A2U3BC78,219
UniRef90_A0A2U3C3N0,38
UniRef90_A0A2U3CBV5,57
UniRef90_A0A2U3DBF1,108
UniRef90_A0A2U3JX77,41
UniRef90_A0A2U3K0W1,160
UniRef90_A0A2U3K182,19
UniRef90_A0A2U3KKJ5,19
UniRef90_A0A2U3KQ93,37
UniRef90_A0A2U3KSY3,62
UniRef90_A0A2U3KWF8,19
UniRef90_A0A2U3L1U8,160
UniRef90_A0A2U3P4L6,170
UniRef90_A0A2U3PYB1,133
UniRef90_A0A2U3QDJ7,19
UniRef90_A0A2U3QJT2,37
UniRef90_A0A2U8BS05,53
UniRef90_A0A2U8DGY9,178
UniRef90_A0A2U8E295,68
UniRef90_A0A2U8G1H1,252
UniRef90_A0A2U8I5U5,290
UniRef90_A0A2U8I6H1,178
UniRef90_A0A2U8I956,66
UniRef90_A0A2U8TT52,227
UniRef90_A0A2U8WCK6,207
UniRef90_A0A2V1GXK6,121
UniRef90_A0A2V1HSS3,170
UniRef90_A0A2V1IN69,278
UniRef90_A0A2V1IUW6,56
UniRef90_A0A2V1K7K8,38
UniRef90_A0A2V1MZ03,108
UniRef90_A0A2V1YH18,182
UniRef90_A0A2V2AJL7,227
UniRef90_A0A2V2BBY5,38
UniRef90_A0A2V2C1I2,302
UniRef90_A0A2V2CAQ8,52
UniRef90_A0A2V2CW80,302
UniRef90_A0A2V2D033,55
UniRef90_A0A2V2D7S8,116
UniRef90_A0A2V2DBN1,68
UniRef90_A0A2V2DX11,116
UniRef90_A0A2V2ECV4,116
UniRef90_A0A2V2EH77,116
UniRef90_A0A2V2EK09,197
UniRef90_A0A2V2EW41,116
UniRef90_A0A2V2F0L0,116
UniRef90_A0A2V2FT09,302
UniRef90_A0A2V2G723,116
UniRef90_A0A2V2GB19,302
UniRef90_A0A2V2GHT3,116
UniRef90_A0A2V2GQV5,116
UniRef90_A0A2V2L699,75
UniRef90_A0A2V2RQY2,68
UniRef90_A0A2V2S2N6,123
UniRef90_A0A2V2SD61,78
UniRef90_A0A2V2SIX7,41
UniRef90_A0A2V3PWL2,182
UniRef90_A0A2V3VSN9,108
UniRef90_A0A2V3W1T7,108
UniRef90_A0A2V3ZT67,57
UniRef90_A0A2V4BTU5,26
UniRef90_A0A2V4BZB6,26
UniRef90_A0A2V4NPW9,38
UniRef90_A0A2V4Q064,170
UniRef90_A0A2V4TAI0,227
UniRef90_A0A2V5AE42,113
UniRef90_A0A2V5BAI2,62
UniRef90_A0A2V5IW51,38
UniRef90_A0A2V5L7C2,38
UniRef90_A0A2V5MEU1,78
UniRef90_A0A2V5N1J7,78
UniRef90_A0A2V5N3G0,19
UniRef90_A0A2V5NZB9,68
UniRef90_A0A2V5Q0Q4,297
UniRef90_A0A2V5QRZ5,78
UniRef90_A0A2V5SCU8,78
UniRef90_A0A2V5U438,24
UniRef90_A0A2V5U9J0,78
UniRef90_A0A2V5UTS6,297
UniRef90_A0A2V5VXJ6,147
UniRef90_A0A2V5VYW6,24
UniRef90_A0A2V5YQ09,78
UniRef90_A0A2V6BEQ4,78
UniRef90_A0A2V6BWN6,24
UniRef90_A0A2V6CBW7,68
UniRef90_A0A2V6CYH3,68
UniRef90_A0A2V6CZF1,78
UniRef90_A0A2V6DCY2,68
UniRef90_A0A2V6DHC8,78
UniRef90_A0A2V6ERH7,160
UniRef90_A0A2V6IYT8,78
UniRef90_A0A2V6KGL0,78
UniRef90_A0A2V6LGZ7,78
UniRef90_A0A2V6MYG2,78
UniRef90_A0A2V6NGT4,78
UniRef90_A0A2V6NW82,41
UniRef90_A0A2V6PII3,147
UniRef90_A0A2V6PUJ9,114
UniRef90_A0A2V6Q769,41
UniRef90_A0A2V6QCF0,41
UniRef90_A0A2V6R7Q6,114
UniRef90_A0A2V6R8A6,12
UniRef90_A0A2V6RGY5,41
UniRef90_A0A2V6S443,12
UniRef90_A0A2V6S8A9,41
UniRef90_A0A2V6SSR3,114
UniRef90_A0A2V6T050,114
UniRef90_A0A2V6TGQ2,41
UniRef90_A0A2V6TRE3,12
UniRef90_A0A2V6U1W9,114
UniRef90_A0A2V6UMH7,41
UniRef90_A0A2V6UW18,41
UniRef90_A0A2V6VD00,41
UniRef90_A0A2V6VPH8,41
UniRef90_A0A2V6WFC9,12
UniRef90_A0A2V6XM02,12
UniRef90_A0A2V6Y7F0,41
UniRef90_A0A2V6Y7W8,12
UniRef90_A0A2V6YBI3,41
UniRef90_A0A2V6YIB6,12
UniRef90_A0A2V6YVP1,41
UniRef90_A0A2V6YZZ3,41
UniRef90_A0A2V6Z3Z2,12
UniRef90_A0A2V6ZH41,41
UniRef90_A0A2V7AZW9,41
UniRef90_A0A2V7BBI1,41
UniRef90_A0A2V7BGW4,12
UniRef90_A0A2V7BI37,41
UniRef90_A0A2V7BK47,41
UniRef90_A0A2V7BVD2,41
UniRef90_A0A2V7BX84,41
UniRef90_A0A2V7C420,12
UniRef90_A0A2V7CC25,41
UniRef90_A0A2V7D184,41
UniRef90_A0A2V7D2M1,12
UniRef90_A0A2V7DEN8,41
UniRef90_A0A2V7EU52,41
UniRef90_A0A2V7EV55,12
UniRef90_A0A2V7H1X1,177
UniRef90_A0A2V7HJK3,41
UniRef90_A0A2V7HL83,41
UniRef90_A0A2V7HV20,12
UniRef90_A0A2V7I058,114
UniRef90_A0A2V7IED0,41
UniRef90_A0A2V7JRX1,177
UniRef90_A0A2V7K4N6,177
UniRef90_A0A2V7M234,177
UniRef90_A0A2V7MYK2,109
UniRef90_A0A2V7NVP9,177
UniRef90_A0A2V7PAN9,177
UniRef90_A0A2V7R1U0,177
UniRef90_A0A2V7RX99,177
UniRef90_A0A2V7SG97,177
UniRef90_A0A2V7SKX9,177
UniRef90_A0A2V7TQK3,41
UniRef90_A0A2V7TVM5,41
UniRef90_A0A2V7U658,41
UniRef90_A0A2V7UKL0,41
UniRef90_A0A2V7UL26,123
UniRef90_A0A2V7VQQ3,41
UniRef90_A0A2V7WCQ8,37
UniRef90_A0A2V7WWV1,37
UniRef90_A0A2V7XRE5,41
UniRef90_A0A2V7XSB0,146
UniRef90_A0A2V7Y7U9,37
UniRef90_A0A2V7Y8M8,41
UniRef90_A0A2V7Y9J0,146
UniRef90_A0A2V7YX19,41
UniRef90_A0A2V7Z0I0,37
UniRef90_A0A2V8BQT1,37
UniRef90_A0A2V8DGR5,41
UniRef90_A0A2V8DLT3,41
UniRef90_A0A2V8DP82,12
UniRef90_A0A2V8DPQ2,12
UniRef90_A0A2V8EAY6,12
UniRef90_A0A2V8EF07,12
UniRef90_A0A2V8ELX5,160
UniRef90_A0A2V8EQS2,37
UniRef90_A0A2V8F5X0,12
UniRef90_A0A2V8FAE0,41
UniRef90_A0A2V8G901,41
UniRef90_A0A2V8GA35,41
UniRef90_A0A2V8GCI2,12
UniRef90_A0A2V8GGL7,37
UniRef90_A0A2V8HJS7,266
UniRef90_A0A2V8HQA2,12
UniRef90_A0A2V8I0T9,12
UniRef90_A0A2V8IE08,160
UniRef90_A0A2V8J1C9,12
UniRef90_A0A2V8J4R5,37
UniRef90_A0A2V8JEA0,75
UniRef90_A0A2V8JFT7,160
UniRef90_A0A2V8JJZ4,160
UniRef90_A0A2V8JQ86,49
UniRef90_A0A2V8JVW8,160
UniRef90_A0A2V8JWR4,160
UniRef90_A0A2V8K153,160
UniRef90_A0A2V8KAP8,160
UniRef90_A0A2V8KDS4,160
UniRef90_A0A2V8KUR5,160
UniRef90_A0A2V8L0X6,160
UniRef90_A0A2V8L3K6,160
UniRef90_A0A2V8L575,266
UniRef90_A0A2V8L7B9,75
UniRef90_A0A2V8LLN2,160
UniRef90_A0A2V8LPY5,12
UniRef90_A0A2V8MD74,75
UniRef90_A0A2V8MDN4,75
UniRef90_A0A2V8MHY3,160
UniRef90_A0A2V8MQQ0,160
UniRef90_A0A2V8NEL0,19
UniRef90_A0A2V8NT91,160
UniRef90_A0A2V8RMS7,266
UniRef90_A0A2V8S3K2,75
UniRef90_A0A2V8SNA4,75
UniRef90_A0A2V8TEZ6,41
UniRef90_A0A2V8TIB7,123
UniRef90_A0A2V8TL63,37
UniRef90_A0A2V8TPQ7,160
UniRef90_A0A2V8TRN8,75
UniRef90_A0A2V8TSF8,41
UniRef90_A0A2V8TZ65,160
UniRef90_A0A2V8TZN7,160
UniRef90_A0A2V8U7J5,160
UniRef90_A0A2V8UPU7,160
UniRef90_A0A2V8UTB5,160
UniRef90_A0A2V8V005,12
UniRef90_A0A2V8V4I8,75
UniRef90_A0A2V8VD46,75
UniRef90_A0A2V8VHC5,37
UniRef90_A0A2V8VJ39,160
UniRef90_A0A2V8VU63,41
UniRef90_A0A2V8VXW1,160
UniRef90_A0A2V8VZV5,49
UniRef90_A0A2V8WIP3,160
UniRef90_A0A2V8WM33,160
UniRef90_A0A2V8X763,49
UniRef90_A0A2V8X8F2,160
UniRef90_A0A2V8XC18,160
UniRef90_A0A2V8XID4,160
UniRef90_A0A2V8XMK0,49
UniRef90_A0A2V8Y140,160
UniRef90_A0A2V8Y1V8,49
UniRef90_A0A2V8YF17,160
UniRef90_A0A2V8YK08,160
UniRef90_A0A2V8YUE4,49
UniRef90_A0A2V8Z4A0,160
UniRef90_A0A2V8ZBI6,160
UniRef90_A0A2V8ZEU3,160
UniRef90_A0A2V8ZFW1,160
UniRef90_A0A2V8ZIL7,49
UniRef90_A0A2V8ZNN1,160
UniRef90_A0A2V8ZYR0,160
UniRef90_A0A2V9A0L2,49
UniRef90_A0A2V9A8V1,160
UniRef90_A0A2V9ABT7,49
UniRef90_A0A2V9AFK1,160
UniRef90_A0A2V9AG95,160
UniRef90_A0A2V9AIV2,49
UniRef90_A0A2V9ALS7,160
UniRef90_A0A2V9AU63,49
UniRef90_A0A2V9AV25,160
UniRef90_A0A2V9B1P7,49
UniRef90_A0A2V9BEJ1,49
UniRef90_A0A2V9BJA4,160
UniRef90_A0A2V9BPR0,160
UniRef90_A0A2V9BTY9,49
UniRef90_A0A2V9BUI3,160
UniRef90_A0A2V9C0U0,49
UniRef90_A0A2V9CCC5,49
UniRef90_A0A2V9CDF7,37
UniRef90_A0A2V9CR87,160
UniRef90_A0A2V9CU64,160
UniRef90_A0A2V9CVW2,37
UniRef90_A0A2V9CWW2,160
UniRef90_A0A2V9D2H9,160
UniRef90_A0A2V9D4B5,49
UniRef90_A0A2V9D687,160
UniRef90_A0A2V9DB36,49
UniRef90_A0A2V9DC16,19
UniRef90_A0A2V9DIM6,160
UniRef90_A0A2V9DMF7,49
UniRef90_A0A2V9EVG7,49
UniRef90_A0A2V9FJW8,49
UniRef90_A0A2V9FQQ5,160
UniRef90_A0A2V9FSA2,160
UniRef90_A0A2V9GHB3,160
UniRef90_A0A2V9GIH5,160
UniRef90_A0A2V9GTM7,37
UniRef90_A0A2V9HH82,160
UniRef90_A0A2V9HXA4,37
UniRef90_A0A2V9HZH7,37
UniRef90_A0A2V9IP20,49
UniRef90_A0A2V9J5F4,160
UniRef90_A0A2V9JDT9,160
UniRef90_A0A2V9JQ57,160
UniRef90_A0A2V9K2K8,49
UniRef90_A0A2V9K8E7,160
UniRef90_A0A2V9K926,49
UniRef90_A0A2V9KEA2,160
UniRef90_A0A2V9KH52,49
UniRef90_A0A2V9KMI5,49
UniRef90_A0A2V9LHI3,160
UniRef90_A0A2V9LK02,37
UniRef90_A0A2V9LLA1,160
UniRef90_A0A2V9LQI5,49
UniRef90_A0A2V9LWN2,49
UniRef90_A0A2V9LXT6,160
UniRef90_A0A2V9M2W1,160
UniRef90_A0A2V9M5E1,37
UniRef90_A0A2V9MCK8,160
UniRef90_A0A2V9MKM4,268
UniRef90_A0A2V9MLX8,37
UniRef90_A0A2V9MPA5,160
UniRef90_A0A2V9N5G1,49
UniRef90_A0A2V9N7Z1,49
UniRef90_A0A2V9N8W6,78
UniRef90_A0A2V9NBB4,49
UniRef90_A0A2V9NBU7,78
UniRef90_A0A2V9NC90,19
UniRef90_A0A2V9P0Y2,19
UniRef90_A0A2V9P3F5,49
UniRef90_A0A2V9P7D5,49
UniRef90_A0A2V9PBV9,19
UniRef90_A0A2V9PJE2,49
UniRef90_A0A2V9PJN6,49
UniRef90_A0A2V9Q0X3,19
UniRef90_A0A2V9Q525,160
UniRef90_A0A2V9Q7H5,19
UniRef90_A0A2V9QAI2,49
UniRef90_A0A2V9QDX8,19
UniRef90_A0A2V9QFY2,49
UniRef90_A0A2V9QIR4,49
UniRef90_A0A2V9QNH0,37
UniRef90_A0A2V9QXN5,160
UniRef90_A0A2V9R794,37
UniRef90_A0A2V9RCW9,160
UniRef90_A0A2V9RDK1,49
UniRef90_A0A2V9RPR5,49
UniRef90_A0A2V9RWR5,19
UniRef90_A0A2V9S2L5,186
UniRef90_A0A2V9S9N7,49
UniRef90_A0A2V9SIW5,37
UniRef90_A0A2V9SJS8,19
UniRef90_A0A2V9SP68,49
UniRef90_A0A2V9SPY9,19
UniRef90_A0A2V9SXM2,37
UniRef90_A0A2V9T479,37
UniRef90_A0A2V9T8N5,19
UniRef90_A0A2V9TTQ7,19
UniRef90_A0A2V9U1H8,19
UniRef90_A0A2V9U7D0,49
UniRef90_A0A2V9U9K2,19
UniRef90_A0A2V9UK08,19
UniRef90_A0A2V9UNH0,37
UniRef90_A0A2V9UU95,49
UniRef90_A0A2V9V0M4,49
UniRef90_A0A2V9V110,19
UniRef90_A0A2V9V7E9,49
UniRef90_A0A2V9VMQ8,49
UniRef90_A0A2V9VW23,37
UniRef90_A0A2V9W5N9,19
UniRef90_A0A2V9WGM2,19
UniRef90_A0A2V9WL48,19
UniRef90_A0A2V9WXV4,49
UniRef90_A0A2V9WZA3,37
UniRef90_A0A2V9X0D5,19
UniRef90_A0A2V9XGF3,37
UniRef90_A0A2V9XSC7,49
UniRef90_A0A2V9XXH0,37
UniRef90_A0A2V9XZU2,49
UniRef90_A0A2V9Y073,49
UniRef90_A0A2V9Y717,186
UniRef90_A0A2V9Y9W1,19
UniRef90_A0A2V9YD29,186
UniRef90_A0A2V9YFC1,49
UniRef90_A0A2V9YJ88,19
UniRef90_A0A2V9YKG3,37
UniRef90_A0A2V9YQE4,19
UniRef90_A0A2V9YQS6,49
UniRef90_A0A2V9YXL2,49
UniRef90_A0A2V9ZFG1,19
UniRef90_A0A2V9ZJL1,49
UniRef90_A0A2V9ZYK2,37
UniRef90_A0A2W0A002,49
UniRef90_A0A2W0A5M0,19
UniRef90_A0A2W0A6E6,19
UniRef90_A0A2W0A8A8,37
UniRef90_A0A2W0ACK3,19
UniRef90_A0A2W0ASF9,19
UniRef90_A0A2W0ASG9,37
UniRef90_A0A2W0B180,19
UniRef90_A0A2W0B9D9,49
UniRef90_A0A2W0B9R9,49
UniRef90_A0A2W0BDM9,19
UniRef90_A0A2W0BII3,19
UniRef90_A0A2W0BIT7,49
UniRef90_A0A2W0BP64,49
UniRef90_A0A2W0BQY3,19
UniRef90_A0A2W0C0E6,19
UniRef90_A0A2W0H6D7,108
UniRef90_A0A2W1A4E2,37
UniRef90_A0A2W1AMT9,37
UniRef90_A0A2W1ASY9,132
UniRef90_A0A2W1B3I0,132
UniRef90_A0A2W1JM00,15
UniRef90_A0A2W1JSR3,26
UniRef90_A0A2W1K6H4,76
UniRef90_A0A2W1NMP1,76
UniRef90_A0A2W1YAW0,170
UniRef90_A0A2W2AA13,170
UniRef90_A0A2W2B6C0,76
UniRef90_A0A2W2BKK5,75
UniRef90_A0A2W2H817,170
UniRef90_A0A2W4DTX7,40
UniRef90_A0A2W4GS33,42
UniRef90_A0A2W4HTX8,37
UniRef90_A0A2W4HXT7,246
UniRef90_A0A2W4IQ59,170
UniRef90_A0A2W4JBX1,62
UniRef90_A0A2W4K4J5,178
UniRef90_A0A2W4KH31,128
UniRef90_A0A2W4KZI3,42
UniRef90_A0A2W4LRD7,62
UniRef90_A0A2W4LXC8,170
UniRef90_A0A2W4MN96,128
UniRef90_A0A2W4MWX6,128
UniRef90_A0A2W4NHW1,170
UniRef90_A0A2W4NYY4,131
UniRef90_A0A2W4R9M2,37
UniRef90_A0A2W4RLZ8,75
UniRef90_A0A2W4RT26,178
UniRef90_A0A2W4RWR8,12
UniRef90_A0A2W4TAL7,112
UniRef90_A0A2W4TH89,178
UniRef90_A0A2W4TRX8,225
UniRef90_A0A2W4UQX1,15
UniRef90_A0A2W4V7Y2,26
UniRef90_A0A2W4VCS8,76
UniRef90_A0A2W4XY42,178
UniRef90_A0A2W4ZPB3,75
UniRef90_A0A2W5A1W3,75
UniRef90_A0A2W5D464,227
UniRef90_A0A2W5EAR7,178
UniRef90_A0A2W5FCX3,75
UniRef90_A0A2W5H421,76
UniRef90_A0A2W5HSX8,178
UniRef90_A0A2W5I1K8,62
UniRef90_A0A2W5IDI7,170
UniRef90_A0A2W5KDZ1,276
UniRef90_A0A2W5MXA1,75
UniRef90_A0A2W5N148,75
UniRef90_A0A2W5N4T2,178
UniRef90_A0A2W5SY89,65
UniRef90_A0A2W5T652,44
UniRef90_A0A2W5TGM0,26
UniRef90_A0A2W5TGR4,62
UniRef90_A0A2W5UMB3,209
UniRef90_A0A2W5WTR9,170
UniRef90_A0A2W5WXQ7,209
UniRef90_A0A2W5XJ01,132
UniRef90_A0A2W5XP79,37
UniRef90_A0A2W5Y550,132
UniRef90_A0A2W5YCY8,37
UniRef90_A0A2W5YD41,68
UniRef90_A0A2W5YSF6,78
UniRef90_A0A2W6B100,37
UniRef90_A0A2W6BFV0,170
UniRef90_A0A2W6BWM3,170
UniRef90_A0A2W6BXC5,132
UniRef90_A0A2W6C8B8,170
UniRef90_A0A2W6CHD1,170
UniRef90_A0A2W6DK46,170
UniRef90_A0A2W6DP42,170
UniRef90_A0A2W6DY20,170
UniRef90_A0A2W6DY64,170
UniRef90_A0A2W6DZH6,37
UniRef90_A0A2W6RJF9,38
UniRef90_A0A2W6S1K8,178
UniRef90_A0A2W6U1X8,211
UniRef90_A0A2W6ULZ0,170
UniRef90_A0A2W6V8Y3,170
UniRef90_A0A2W6VFX0,170
UniRef90_A0A2W6W9V9,62
UniRef90_A0A2W6WBW0,170
UniRef90_A0A2W6WKG3,170
UniRef90_A0A2W6YZH1,15
UniRef90_A0A2W7AVF6,15
UniRef90_A0A2W7AYJ7,15
UniRef90_A0A2W7B808,15
UniRef90_A0A2W7HXR0,76
UniRef90_A0A2W7HZK9,75
UniRef90_A0A2W7N338,57
UniRef90_A0A2W7NNH5,76
UniRef90_A0A2W7Q9D6,61
UniRef90_A0A2W7QIL6,61
UniRef90_A0A2W7QL16,22
UniRef90_A0A2W7RK02,22
UniRef90_A0A2W7RTC1,76
UniRef90_A0A2W7RWL2,91
UniRef90_A0A2W7RYX9,26
UniRef90_A0A2W7S1S6,91
UniRef90_A0A2X0IBU8,38
UniRef90_A0A2X0UGQ7,170
UniRef90_A0A2X0WU08,121
UniRef90_A0A2X0XAL3,108
UniRef90_A0A2X1PG05,178
UniRef90_A0A2X2LFJ9,208
UniRef90_A0A2X3BFK3,170
UniRef90_A0A2X3F2C1,210
UniRef90_A0A2X3F3F3,124
UniRef90_A0A2X4AN26,33
UniRef90_A0A2X4NDD7,108
UniRef90_A0A2X4PF39,76
UniRef90_A0A2X4VFY0,108
UniRef90_A0A2X4XCC1,170
UniRef90_A0A2Y9AD64,170
UniRef90_A0A2Y9TXZ3,290
UniRef90_A0A2Z2H489,178
UniRef90_A0A2Z2H8X8,33
UniRef90_A0A2Z2KC59,27
UniRef90_A0A2Z2NX90,178
UniRef90_A0A2Z3GXB6,280
UniRef90_A0A2Z3H2V3,148
UniRef90_A0A2Z3HR17,62
UniRef90_A0A2Z3JC53,132
UniRef90_A0A2Z3LG57,296
UniRef90_A0A2Z3YV87,128
UniRef90_A0A2Z4ABI7,68
UniRef90_A0A2Z4FQ11,62
UniRef90_A0A2Z4G9Y9,26
UniRef90_A0A2Z4GDD3,209
UniRef90_A0A2Z4GHJ6,26
UniRef90_A0A2Z4IRZ2,22
UniRef90_A0A2Z4LLZ8,84
UniRef90_A0A2Z4MLL9,27
UniRef90_A0A2Z4ND76,84
UniRef90_A0A2Z4RCK8,227
UniRef90_A0A2Z4UEM7,302
UniRef90_A0A2Z4UJH9,75
UniRef90_A0A2Z4V279,38
UniRef90_A0A2Z4WCM0,302
UniRef90_A0A2Z4Y0Z4,37
UniRef90_A0A2Z4Y447,62
UniRef90_A0A2Z5A2P5,33
UniRef90_A0A2Z5AEX1,178
UniRef90_A0A2Z5FVA0,37
UniRef90_A0A2Z5ISU0,84
UniRef90_A0A2Z5JH62,38
UniRef90_A0A2Z5QS82,211
UniRef90_A0A2Z5T9W5,178
UniRef90_A0A2Z5THN8,178
UniRef90_A0A2Z5TNF1,178
UniRef90_A0A2Z5UVK1,178
UniRef90_A0A2Z5Y161,108
UniRef90_A0A2Z5Z0W3,77
UniRef90_A0A2Z6AV31,121
UniRef90_A0A2Z6DW29,178
UniRef90_A0A2Z6ESL7,178
UniRef90_A0A2Z6EZ86,2
UniRef90_A0A2Z6G9E8,178
UniRef90_A0A2Z6ICN7,121
UniRef90_A0A315AJ25,105
UniRef90_A0A315AQR3,105
UniRef90_A0A315C269,105
UniRef90_A0A315CL59,105
UniRef90_A0A315CN05,105
UniRef90_A0A315D6U0,105
UniRef90_A0A315DGA0,105
UniRef90_A0A315DGE7,59
UniRef90_A0A315E8H9,105
UniRef90_A0A315EA42,102
UniRef90_A0A315ED43,59
UniRef90_A0A315EKN9,105
UniRef90_A0A315XDQ7,37
UniRef90_A0A315ZDU2,26
UniRef90_A0A315ZJX2,209
UniRef90_A0A316ACG3,170
UniRef90_A0A316BDK9,55
UniRef90_A0A316BXI8,302
